title,authors,year,venue,abstract,doi,url,source,source_set,screen_decision,screen_reason
BillingOpsSC: Smart Contract-based Service Billing Management Method for Consortium Blockchain-based Systems,T. Sato; T. Shimosawa; N. Yamai,2023,"2023 IEEE 47th Annual Computers, Software, and Applications Conference (COMPSAC)","Enterprises have paid attention to consortium blockchains, in which multiple authorized organizations participate to form a consortium, in contrast to public blockchains, which consist of unspecified participants. Since a system using a blockchain is based on participants providing/using resources such as nodes to each other, a mechanism to motivate participants to provide resources is important. Typically, a public blockchain realizes an incentive mechanism for providing nodes by unspecified participants through mining rewards and transaction fees associated with a consensus algorithm such as PoW on the platform layer. On the other hand, a consortium blockchain usually does not have an incentive mechanism in the platform itself. In order to maintain and operate a consortium, it is essential that participating organizations provide resources or pay the costs of providing resources. However, because participating organizations use different percentages of the resources, a uniform fee could cause unfairness among the organizations. Therefore, it is necessary to manage billing to remove the gap between the costs borne and the actual usage or/and the unfairness among participants in the consortium. This research aims to realize a billing management method for consortium blockchain-based systems. We propose a smart contract-based service billing management mechanism named ""BillingOpsSC"" to ensure cross-organizational transparency for billing calculation and management. Furthermore, to ensure fairness among participants, we design a billing calculation model based on metering of the ""contribution"" by each organization such as providing resources, and the system ""usage"" by each organization, in the consortium. We implement a prototype of the proposed method including the billing management mechanism and calculation model for Hyperledger Fabric, which is one of the major consortium blockchains, and evaluate the method using the prototype. The results show that our proposed method is effective in ensuring transparency and fairness in billing management among multiple organizations.",10.1109/COMPSAC57700.2023.00166,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10197089,ieee,ieee;openalex;wos,INCLUDE,full_criteria_match
Trusted Data Sharing Model Integrating Blockchain and Deep Learning,L. Sun; Y. Wei; Z. Wang; H. Liu,2025,2025 IEEE 2nd International Conference on Big Data Science and Engineering (ICBDSE),"Privacy protection, establishment of trust, and quality assurance are known as very vital issues faced by the data sharing systems nowadays. This paper introduces a new framework that addresses these core limitations to integrate distributed ledger technology and machine learning practices. The suggested system will have a consortium blockchain design with incorporated neural network modules to provide automatic data validation and anomaly-detecting features. Smart contractbased governance leads to the safety of sensitive information due to the protection laid by multi-layered encryption protocols and transparency in operations. Evaluation of performance makes use of three different domains namely: their medical information systems, financial transaction networks and sensor data networks. The security is enhanced by $23.5 \%$, quality assessment is more accurate by $\mathbf{9 4. 2 \%}$, and the sustained processing capacity values 2,847 transactions per second according to the comparative assessment. The model provides the basis of cross-organizational cooperation with data as well as regulation and operation efficiency needs in distributed computing environments.",10.1109/ICBDSE65491.2025.11220103,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11220103,ieee,ieee,INCLUDE,full_criteria_match
RPSC: Regulatable Privacy-Preserving Smart Contracts on Account-Based Blockchain,Z. L. Jiang; M. Xie; H. Chen; Y. Pan; J. Lyu; M. H. Au; J. Fang; Y. Liu; X. Wang,2024,IEEE Transactions on Network Science and Engineering,"Smart contracts have been widely used to develop decentralized applications on account-based blockchain. The privacy issues of smart contracts have also received attention from researchers, and many privacy-preserving schemes and applications have been proposed. However, most existing schemes cannot achieve flexible conversion between private and public data. And the overly secure privacy-preserving scheme directly makes the regulation impossible. To mitigate these limitations, we propose a flexible privacy-preserving smart contracts with regulation (RPSC) system over the account-based blockchain. We first design a two-layer commitment structure that enables the fine-grained privacy protection (identity anonymity and data confidentiality) and flexible data state transitions. Then we combine a public-key encryption scheme with a zk-SNARKs scheme to achieve regulation property while keeping user's identity from others. Moreover, we prove that our scheme is secure, including privacy, soundness and traceability. Finally, we integrate RPSC into an account-based blockchain and implement two applications to evaluate the system performance. The evaluation results show our system performs effectively in practical settings.",10.1109/TNSE.2024.3421539,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10582519,ieee,ieee,UNCERTAIN,generic_blockchain_institutional
A Privacy Protection Method of Blockchain-Based E-Voting Using Homomorphic Encryption and Order-Preserving Encryption,B. Tang; M. Tan; M. Liu; Z. Liu; W. Tian,2023,2023 5th International Conference on Artificial Intelligence and Computer Applications (ICAICA),"The blockchain based e-voting system has realized decentralized storage and eliminated the need for third-party trusted institutions to count votes. However, due to the openness of the blockchain, it still has some security issues such as privacy leakage in the voting process. In this paper, we proposes a privacy protection method for blockchain-based e-voting system by using homomorphic encryption and order-preserving encryption to avoid privacy leakage. The method transmits the transaction data encrypted by homomorphic encryption through a secure channel and records it on the blockchain, and after the voting is over, the results are encrypted in order and published in ciphertext, which realizes the data confidentiality of the entire voting process and avoids the tracking of malicious users. Experimental results show that the proposed method is feasible in terms of performance and safety.",10.1109/ICAICA58456.2023.10405563,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10405563,ieee,ieee,EXCLUDE,insufficient_relevance
"MediCon: A Lightweight, Reputation-Based Consensus Protocol to Allow Scalable and Secure Data Sharing in Healthcare",S. E. Raja; K. D. Kumar; K. Manikandan; S. P; B. P. Shankar; I. Govindharaj,2025,2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),"Blockchain adds more value to healthcare since its tools emerge as an increasingly popular way to secure, transparently, and tamper-proof sensitive medical records. Nevertheless, current consensus algorithms (i.e., Proof of Work (PoW), Proof of Stake (PoS), and Practical Byzantine Fault Tolerance (PBFT)) use a lot of energy, have latency issues and are not scalable enough or clinically context-aware, which makes them in applicable to healthcare settings. Due to the lack of efficiency of existing solutions, a new lightweight consensus algorithm dedicated to decentralized healthcare systems is proposed, MediCon, in this paper. MediCon incorporates domain-sensitive capabilities, including a Reputation Score (R) where candidates are punished based on their behavior as validators, an Urgency Index (U) that places making progress in clinical transactions in priority, a Committee Rotation Interval (CRI) that maintains dilution of the committee, and a Weighted Voting (WV) system that combines urgency with institutional credibility. Architecture can be summarized as Patient Data Nodes, an Access Layer that is used to provide consent and emergency overrides, Consensus Nodes that are chosen through trust metrics, and a MediCon Core that is used to parse transaction validation. Transactions are put in order of urgency and sensitivity, and then the most reputable validator proposes them. The last block is confirmed with weighted voting and signed with dedicated healthcare compliant standards (e.g., HIPAA, FHIR). Experimental evidence on a simulated multi-institutional healthcare network shows that MediCon leads to latency, throughput, and energy consumption by 48%, 35%, and 60%, respectively, compared to the current consensus models. The similarities in the logic of consensus and clinical priority, as well as trust and patient consent, MediCon provides scalable and secure basis of next-generation healthcare blockchain systems.",10.1109/ICSCDS65426.2025.11166742,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11166742,ieee,ieee,UNCERTAIN,generic_blockchain_institutional
Lightweight Privacy-Preserving Scheme Using Homomorphic Encryption in Industrial Internet of Things,S. Li; S. Zhao; G. Min; L. Qi; G. Liu,2022,IEEE Internet of Things Journal,"The emerging technologies, such as smart sensors, 5G/6G wireless communication, artificial intelligence, etc., have been maturing the future Internet of Things (IoT) by connecting the massive number of devices, which are expected to consistently collect and transmit real-time data to support business intelligence in an efficient and privacy-preserving way. The IoT can afford businesses predictive maintenance, improve field service, asset tracking, and further enhance customer satisfaction and facility management in industrial sectors. However, the privacy concern in IoT is a big challenge in IoT applications and services. This work proposed a lightweight privacy-preserving scheme based on homomorphic encryption in the context of the IoT, in which we investigated and analyzed the privacy issues between the data owners, untrustworthy third-party cloud servers, and the data users. Meanwhile, computationally efficient homomorphic algorithms are proposed to guarantee the privacy protection for the data users. Experimental results demonstrate that the proposed scheme can effectively prevent privacy breaches in IoT.",10.1109/JIOT.2021.3066427,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9384892,ieee,ieee,EXCLUDE,insufficient_relevance
A Blockchain-Based Self-Sovereign Identity Approach for Inter-Organizational Business Processes,A. Abid; S. Cheikhrouhou; S. Kallel; M. Jmaiel,2022,2022 17th Conference on Computer Science and Intelligence Systems (FedCSIS),"Blockchain presents a promising and revolutionary technology for organizations’ collaboration, particularly for Inter-Organizational Business Processes (IOBP). It addresses the lack-of-trust problem thanks to its transparency and decentralized features. However, while the adoption of Blockchain technology can alleviate some of IOBP’s challenges, it does so at the expense of significant privacy issues. In fact, some process execution data, such as customers’ data or business secrets, cannot be shared across the collaborating organizations owing to regulatory restrictions such as the General Data Protection Regulation (GDPR). To address trust and privacy issues in IOBP, this paper presents a Blockchain-based Self-Sovereign Identity (SSI) approach. The SSI concept is combined with a registry proof smart contract to provide an efficient privacy-preserving solution. The proposed approach is applied to the pharmaceutical supply chain case study and implemented on the Ethereum Blockchain.",10.15439/2022F194,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9908860,ieee,ieee,UNCERTAIN,generic_blockchain_institutional
Research on Blockchain Privacy Preservation in Healthcare Systems,K. Wang; P. Lu; Z. Xin,2025,"2025 11th International Symposium on System Security, Safety, and Reliability (ISSSR)","Medical information is of great significance in people's daily lives, being closely related to aspects such as insurance, drug records, and driving licenses. To address the issue of medical data leakage, this paper presents a decentralized zero-knowledge proof mechanism based on blockchain technology for privacy preservation in healthcare systems. This mechanism offers a viable solution for secure data storage and application. Additionally, this paper conducts an in-depth literature review of current research, analyzes the advantages and disadvantages of existing blockchain-based zero-knowledge proof mechanisms, and elaborates and summarizes previous solutions by comparing the proposed mechanism with traditional ones. Experimental results demonstrate that the proposed mechanism has lower time and space complexity compared to traditional methods and functions effectively in a decentralized network.",10.1109/ISSSR65654.2025.00048,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11022680,ieee,ieee,UNCERTAIN,generic_blockchain_institutional
Operating ZKPs on Blockchain: A Performance Analysis Based on Hyperledger Fabric,R. Pan; Z. Shi; A. Belloum; Z. Zhao,2024,2024 IEEE International Conference on Decentralized Applications and Infrastructures (DAPPS),"Preserving privacy in blockchain-based systems is crucial for ensuring anonymity and confidentiality during transactions. While cryptographic solutions can address on-chain privacy concerns, their implementation on blockchains may introduce performance overhead, which remains unclear to researchers and practitioners. This paper investigates the performance impact of integrating zero-knowledge proofs (ZKPs) into the widely adopted permissioned blockchain framework called Hyperledger Fabric. The study focuses on evaluating the scalability and bottleneck aspects of blockchain platforms incorporating ZKPs. Through comprehensive experimentation and analysis, the study reveals that the integration of ZKPs compromises performance in terms of transaction rates and latency, while effectively safeguarding users’ personal information. Implementing on-chain ZKP feature would result in a performance loss of 30% to 87.5% in various experimental configurations in Hyperledger Fabric. The findings presented in this paper are informative for the design and implementation of blockchain-based systems with strict privacy requirements.",10.1109/DAPPS61106.2024.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10646455,ieee,ieee;openalex,INCLUDE,tech_strategy_evidence
Lightweight Privacy and Security Computing for Blockchained Federated Learning in IoT,M. Fan; K. Ji; Z. Zhang; H. Yu; G. Sun,2023,IEEE Internet of Things Journal,"The development of Internet of Things (IoT) makes human life more intelligent, and the interconnection of all things has become a reality. However, the surge in the number of devices and centralized management brings severe challenges to IoT, such as single point of failure, poor security, privacy leakage, and low reliability. Due to the decentralization, verifiability, and privacy protection of blockchain federated learning (BFL), some BFL schemes have been proposed to solve these problems, but bring new challenges, such as device privacy leakage and heavy security computing load. In this article, we propose a new decentralized, secure and verifiable consortium BFL privacy protection scheme, named LPBFL, which realizes lightweight computing while ensuring the privacy of the local model and data set of the device. To achieve lightweight privacy protection, LPBFL adopts the Paillier encryption and the newly designed lightweight digital signature and batch verification algorithm. Additionally, considering that devices upload invalid or even toxic local models intentionally or unintentionally, we design a device reputation selection mechanism to make BFL more efficient. Finally, the theoretical analysis proves the security of LPBFL and verifies the unforgeability of the proposed digital signature. Comprehensive comparisons and extensive experiments demonstrate that our LPBFL has significant advantages in multiple aspects.",10.1109/JIOT.2023.3267112,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10102683,ieee,ieee,UNCERTAIN,generic_blockchain_institutional
Cross Chain Atomic Swaps in the Absence of Time via Attribute Verifiable Timed Commitments,Y. Manevich; A. Akavia,2022,2022 IEEE 7th European Symposium on Security and Privacy (EuroS&P),"A Hash Time Lock Contract (HTLC) is a protocol that is commonly used to exchange payments across different blockchains. Using HTLC as a building block for cross blockchain atomic swaps has its drawbacks: The notion of time is handled differently in each blockchain, be it private or public. Additionally, if the swap ends up aborted, the funds are locked in escrow until the safety timeout expires. In this work we formulate a new cryptographic primitive: Attribute Verifiable Timed Commitment which enables to prove that a timed commitment commits to a value which possesses certain attributes. Using our cryptographic primitive, we describe a new cross chain atomic swap protocol that operates without blockchain derived time and unlike the state of the art, all parties can instantly abort the swap without waiting for the safety timeouts to expire. In order to prove in zero knowledge that a secret committed to using a timed commitment has a claimed hash value, we employ the “MPC in the head” technique by Ishai et al. and implement our zero-knowledge proof protocol and evaluate its performance. As part of our techniques, we develop a novel and efficient procedure for integer Lower-Than validation in arithmetic circuits which may be of independent interest.",10.1109/EuroSP53844.2022.00044,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9797357,ieee,ieee,EXCLUDE,insufficient_relevance
DS2PM: A Data-Sharing Privacy Protection Model Based on Blockchain and Federated Learning,Y. Chen; J. Li; F. Wang; K. Yue; Y. Li; B. Xing; L. Zhang; L. Chen,2023,IEEE Internet of Things Journal,"With the development of big data and blockchain, an increasing number of scholars have begun to study blockchain for data sharing. By studying data sharing models that are based on blockchain, we find that almost all of them have the following problems: 1) it is difficult to protect the privacy and integrity of users’ data, along with users’ data ownership; 2) the storage burden of blockchain is heavy, and blockchain lacks a mechanism for dealing with data with diverse types and inconsistent formats; and 3) the consensus mechanism has low fairness or low efficiency. Therefore, we propose a data-sharing privacy protection model (DS2PM) that is based on blockchain and a federated learning mechanism for solving these problems. The safety analysis and experimental results show that the DS2PM outperforms the previously established schemes.",10.1109/JIOT.2021.3134755,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9646996,ieee,ieee,EXCLUDE,insufficient_relevance
Towards Citizen-Centric Services using Blockchain-Powered Digitalization of Public Sector Processes,S. I. Sion; K. Zhang; A. April,2023,2023 Fifth International Conference on Blockchain Computing and Applications (BCCA),"Public sector institutions operate in a rapidly changing landscape that is transforming the way services are delivered. To ensure positive outcomes for citizens, governments need the support of efficient public institutions with the capacity to keep track with emerging trends and changing expectations. The adoption of new technologies offers innovative opportunities for the public sector and can improve interactions between citizens and institutions and enabling citizen-centric services. The emergence of blockchain technology has inspired a new type of information exchange infrastructure on a peer-to-peer model that makes possible a set of use cases in sectors where improved efficiency, reliability, security and costs around transparency are intended. The public sector is mainly characterized by administrative processes that involve several institutions. If blockchain can promote various types of integration in an organization, the implications around its applicability and its interoperability in the complex integration of an inter-organizational public process remain to be demonstrated. In this paper, we investigate a real-life use case in public administration related to the vehicle registration process involving multiple institutions to develop an architecture that makes possible a blockchain-based digitalization of the inter-organizational process. We describe a case study and use it to extract the system requirements, analyze an approach that identifies coordination and data interoperability in public sector inter-organizational processes, and propose an architecture focused on transparency and privacy for effective deployment. We then implement the designed architecture around the scenarios of the vehicle registration.",10.1109/BCCA58897.2023.10338883,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10338883,ieee,ieee,UNCERTAIN,generic_blockchain_institutional
Let the Blocks Fly (Flying Blocks): A Highly Efficient and Practical Consensus Protocol for Authoritative Blockchains,X. Fu; L. Feng; H. Wang; B. Ding; J. Fu,2026,IEEE Transactions on Dependable and Secure Computing,"In recent years, blockchain has been increasingly applied to authoritative institutions (i.e., authoritative blockchains) to strengthen their authority and reputation by providing reliable and secure data to increase transparency, reducing fraud, and enhancing efficiency for distributed applications (DApps) like electronics certificate, land registration, and e-voting, etc. Blockchain systems in these scenarios often have the features of small node-size, high node-reputation and high node-performance, e.g., government blockchains. However, as one of the core technologies of blockchain, distributed consensus protocols are often designed for large-scale business DApps; their efficiency can be further improved when applied to authoritative blockchains. In this paper, taking into account the essential features of blockchain applications for institutions like government departments, we propose a consensus protocol known as Flying Blocks (FB) to further enhances the efficiency and practicality. FB combines the advantages of the delayed confirmation from Nakamoto consensus with the traditional voting-based BFT consensus to simplify the consensus process and reduce the network resources consumption. To evaluate the protocol’s performance, we conduct comparison experiments with Hotstuff and RAFT. The results demonstrate that FB outperforms Hotstuff. Furthermore, to the best of our knowledge, FB is the first BFT protocol that outperforms RAFT, a CFT consensus protocol, deployed in Blockchain systems in terms of transaction processing efficiency.",10.1109/TDSC.2025.3621228,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11202733,ieee,ieee,UNCERTAIN,generic_blockchain_institutional
Proposal for an integrative performance framework based on Distributed Ledger Technology dedicated to higher education students entering the labor market,W. Azan; P. Valiorgue; E. Peyrol; P. H. B. Hadid; Y. Li; L. F. M. Miranda,2022,2022 IEEE 6th International Conference on Logistics Operations Management (GOL),"Recognition of the skills that students acquire during their training is essential for them to access to more complex activities or to pursue further studies. An integrative student-centric framework is proposed in order to fade the boundaries between students, educational institutions and potential employers by making block-chain certification issuers and HR software interoperable. The contributions and demands of stakeholders taking part in the process are investigated. Key drivers of performance are identified for Distributed Ledger Technology (DLT) aiming to improve the chances for students in higher education system entering the labor market.",10.1109/GOL53975.2022.9820106,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9820106,ieee,ieee,UNCERTAIN,tech_with_weak_signal
KYC Optimization by Blockchain Based Hyperledger Fabric Network,N. Ullah; K. A. Al-Dhlan; W. M. Al-Rahmi,2021,"2021 4th International Conference on Advanced Electronic Materials, Computers and Software Engineering (AEMCSE)","in financial institutions, the traditional Know Your Customer (KYC) process is insecure, and costly. The adoption of disruptive technology is a necessary condition for the coming future of financial institutions. This study proposed a Hyperledger Fabric network for KYC optimization. The Performance of the proposed system was tested by using the Hyperledger Composer. The experiment results confirm that due to the strong and identity features of Hyperledger Fabric, the proposed system can speed up the KYC clearing transfers, challenge the inefficiencies that arise from duplicated conduct of similar tasks, secure data sharing, cost-effective, and ultimately bring transparency in the traditional KYC system.",10.1109/AEMCSE51986.2021.00264,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9512951,ieee,ieee,INCLUDE,full_criteria_match
EduCredPH: Towards a Permissioned Blockchain Network for Educational Credentials Verification System,M. P. M. Sy; R. I. Marasigan; E. D. Festijo,2024,2024 12th International Conference on Information and Education Technology (ICIET),"Education is an important component of society and most times, the main evidence of undergoing learning a topic or acquiring a degree is through a paper-based certificate, sometimes called educational or academic credentials. With the challenges faced by the Higher Education Institutions (HEIs) relating to security, privacy, and authenticity of their records, utilizing the upcoming technology to digitalize records is a good solution. Specifically, blockchain can provide a decentralized network with tamper-proof and non-repudiation characteristics. In this paper, Hyperledger Fabric was used to create a permissioned network that served as the backend for an educational credential verification system to assist the HEIs and third-party verifiers, and students/alumni to view educational credentials. The system architecture and implementation discussed may be used to implement an innovative approach to managing academic credentials. The performance of the chaincode deployed in the blockchain network was evaluated by having its endpoints tested as Application Programming Interfaces (API) for this system using Insomnia. The result of the evaluation showed that retrieving a credential runs with the average of 181.5 milliseconds (ms) while carrying 628 bytes of data. Overall, this paper has shown that a centralized system can be connected to a blockchain network while developing a new system to facilitate a smooth exchange of information.",10.1109/ICIET60671.2024.10542756,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10542756,ieee,ieee;openalex,INCLUDE,tech_strategy_evidence
Threshold Signature in Off-Chain Components to Manage Inter-chain Transactions,A. Bigiotti; L. Mostarda; A. Navarra; P. Shah; R. Trestian,2024,2024 6th Conference on Blockchain Research & Applications for Innovative Networks and Services (BRAINS),"Blockchain is now a widespread technology. However, achieving mass adoption for specific applications requires overcoming several challenges inherent to the use of distributed algorithms and cryptographic primitives, which are central to blockchain technology. One of the main obstacles is interoperability between different blockchains, as each blockchain acts as an isolated environment. To address the interoperability problem, it is essential to use off-chain processes capable of interconnecting the blockchains in question. If the interconnected blockchains are private or consortium-based, attention must be paid to both the confidentiality of the data exchanged and the authority of those authorised to operate on them. We propose a novel approach in which each blockchain implements its own off-chain component. Each off-chain component does not communicate with the others and uses a threshold digital signature scheme as cryptographic proof aimed at improving the control and management of inter-chain transactions, alongside computational complexity reductions.",10.1109/BRAINS63024.2024.10732513,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10732513,ieee,ieee,EXCLUDE,insufficient_relevance
Confidential Distributed Ledgers for Online Syndicated Lending,X. Liu; Z. Feng; L. Wang; W. Sun; Q. Pei; X. Lin; H. Li,2024,IEEE Transactions on Services Computing,"Online syndicated lending offers quick and convenient financing support to individuals, while diversifying risks by pooling funds from multiple lenders into loan projects. It has experienced explosive growth, reaching a multibillion-dollar market. Establishing transparency is essential for constructing a trusted, fair, and regulation-compliant financial collaboration model. Meanwhile, confidentiality must be maintained to protect the sensitive financial information of individual lenders. Multi-party computation (MPC) can protect the input privacy of lenders, but it cannot safeguard the sensitive information revealed by the fund flow itself. To address these challenges, we propose a new collaborative financial ledger for online syndicated lending. It leverages homomorphic encryption/commitment to enable the reuse of intermediary states without compromising privacy throughout the entire lifecycle of a loan. This system also supports efficient regulation-compliant auditing. We streamline the framework design to optimize performance and develop a prototype system. Even with a large syndicate of 100 lenders, the system still achieves low-latency performance.",10.1109/TSC.2024.3440012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10629063,ieee,ieee;wos,EXCLUDE,no_blockchain_technology
Data Sharing System Based on Blockchain to Enhance The Visible of Meta Data Information in Privacy Computing,H. Wu; S. Wang; G. Dong; M. Zhou; Y. Liu; L. Zhang,2023,"2023 IEEE International Conference on High Performance Computing & Communications, Data Science & Systems, Smart City & Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)","Blockchain and privacy computing, as two hot technologies in the field of privacy protection today, have similar goals and different technical characteristics. How to better leverage data value while ensuring data privacy has become a concern for many blockchain and privacy computing vendors. In order to achieve this goal, many scholars deeply integrates blockchain technology with privacy computing technology through techno-logical innovation, combining the decentralized, tamper-proof of block chain with the trustworthy characteristics of privacy computing data. However, a data sharing system based on blockchain and privacy computing implements the security and privacy of data in computing, but it is unable to obtain the data of structure and the data of description. We propose a data sharing system called ChainMaker Privacy Computing (CPC) system to solve this problem. It provides a series of capabilities such as reliable data sources, reliable transaction authorization, reliable computing scheduling, reliable computing processes, reliable computing results, and end-to-end traceability and possess the function of decentralized, traceable, low tamper-resistant modification and the security and privacy of actual data. We design resource catalog to provide the trusted environment of data usage in privacy computing system and the visible for members in blockchain. Based on Cipher-Policy Attribute based Encryption (ABE), we design CPC-CP-ABE algorithm to implement attribute based encryption for fine-grained access control. The experiments result shows that the CPC system can finish the trusted data sharing to all organizations on blockchain.",10.1109/HPCC-DSS-SmartCity-DependSys60770.2023.00048,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10466985,ieee,ieee,EXCLUDE,insufficient_relevance
An Efficient Customized Blockchain System for Inter-Organizational Processes,P. Wang; Z. Sun; R. Li; J. Chen; P. Gong; X. Du,2023,2023 IEEE International Conference on Web Services (ICWS),"Blockchain technologies pave a promising way for implementing the inter-organizational processes. Most of the current research works translate the execution logic in the process models into the smart contracts, which can run independently on the blockchain without the outside process engine. However, the works usually suffer from the execution and storage costs, since the translation needs to be done when the processes are deployed. In this paper, we customize a process engine for executing the inter-organizational business processes via a blockchain-style procedure, i.e., checking the validity of transactions, adding the valid transactions into the blockchain through the consensus mechanism, and then updating the process states according to the committed transactions. And then, we build a blockchain system by embedding the customized process engine into the blockchain nodes. Moreover, in order to realize the interactions between the inter-organizational processes running on blockchain and the services outside blockchain, we propose a blockchain-based approach for service registration, binding and invocation, and design a lease-based concurrency control protocol to logically isolate transactions from each other when invoking the services simultaneously. Finally, we implement a prototype system based on a permissioned blockchain platform Hyperledger Fabric and a process engine Activiti. The experimental results show the proposed blockchain system can execute the inter-organizational processes correctly and efficiently.",10.1109/ICWS60048.2023.00080,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10248278,ieee,ieee,INCLUDE,full_criteria_match
Blockchain for Enhanced Data Privacy in Healthcare,M. Nasar; Y. K. Yousif; M. Al Batahari; M. A. Kausar; N. A. Al-Dmour; A. Q. Saeed,2025,2025 3rd International Conference on Business Analytics for Technology and Security (ICBATS),"In recent years, healthcare systems have increasingly relied on digital solutions to store, process, and share sensitive patient data. However, this reliance has also raised significant concerns about data privacy, security breaches, and unauthorized access. Block chain technology offers a decentralized and immutable framework that can address these challenges, ensuring enhanced data privacy and security in healthcare. This paper explores the integration of block chain into healthcare systems to safeguard sensitive patient information while maintaining accessibility for authorized stakeholders. It discusses the key features of block chain, including cryptographic encryption, distributed ledgers, and smart contracts, and their applicability in ensuring data integrity, secure sharing, and compliance with privacy regulations like GDPR and HIPAA. Furthermore, the paper evaluates block chain-based healthcare use cases, such as electronic health records (EHRs), secure data exchange, and patient consent management, supported by real-world implementations and research. Challenges, including scalability, interoperability, and regulatory compliance, are also analyzed, alongside proposed solutions. By leveraging block chain, healthcare systems can achieve a paradigm shift toward a more secure, transparent, and patient-centric approach to data privacy.",10.1109/ICBATS66542.2025.11258491,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11258491,ieee,ieee,EXCLUDE,insufficient_relevance
Privacy-Preserving Cybercrime Investigation: AI and Zero-Knowledge Proofs for Secure Network Forensics,B. Abisha; V. S. Kumari,2025,2025 11th International Conference on Communication and Signal Processing (ICCSP),"As cyber-crimes have become more complex network forensics has become an essential element of cybersecurity investigations. However, conventional forensic techniques are confronted with challenges such as data privacy, integrity, and secure authentication of evidence. This paper suggests a privacy-preserving AI-augmented forensic framework that uses Zero-Knowledge Proofs (ZKP) for authenticating forensics securely and blockchain for tamper-evident forensic storage. The intended framework employs AI and ML strategies for real-time intrusion detection real-time intrusion detection, anomaly recognition, and cyber-attack attribution, radically enhancing forensic efficacy and investigative productivity. Experimental evidence obtained with the UNSW-NB15 dataset provides evidence that the AI model offers a detection rate of 97.5% accompanied by precision as high as 96.8% and a recall of as much as 98.2% to ensure good cyber threat classification. Moreover, the verification process of ZKP takes only 1.2 milliseconds, allowing for fast forensic validation with data confidentiality being maintained. The blockchain-based logging system for forensics has an overhead of merely 0.35 MB per transaction, allowing tamper-proof and scalable storage of forensic data. The findings confirm that integrating AI, ZKP, and blockchain improves forensic trustworthiness at the cost of reduced data exposure. This work adds to developing privacy-protecting forensic techniques and offers a secure, scalable solution for contemporary cybercrime investigations.",10.1109/ICCSP64183.2025.11088449,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11088449,ieee,ieee,EXCLUDE,insufficient_relevance
Redacting Transactions from Execute-Order-Validate Blockchains,Y. Manevich; A. Barger; G. Assa,2021,2021 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),"As user privacy gains popularity and attention, and starts to shape relations between users and service providers, blockchain based solutions thrive for ways to relax immutability without sacrificing consistency. This work answers that need and presents the first design for a redactable execute-order-validate blockchain, that grants users with the right to be forgotten. The design is easy to adopt, as we exemplify by implementing it on top of Hyperledger Fabric. It modifies the block structure and extracts user data from the hash-chain without loosening any correctness or liveness criteria. We evaluate our design and show that it provides compliance with only a minimal performance overhead, making it a feasible add-on to any execute-order-validate blockchain system.",10.1109/ICBC51069.2021.9461093,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9461093,ieee,ieee,INCLUDE,tech_strategy_evidence
