candidate_id,title,authors,year,venue,doi,url,source,source_set,title_abstract_decision,title_abstract_reason,fulltext_status,fulltext_decision,fulltext_exclusion_reason_code,fulltext_exclusion_reason_detail,reviewer_1,reviewer_2,conflict_status,final_decision,pdf_collected,pdf_path_or_link,notes
FT-0219,Decentralized Model to Protect Digital Evidence via Smart Contracts Using Layer 2 Polygon Blockchain,S. K. Rana; A. K. Rana; S. K. Rana; V. Sharma; U. K. Lilhore; O. I. Khalaf; A. Galletta,2023,IEEE Access,10.1109/ACCESS.2023.3302771,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10210028,ieee,ieee,INCLUDE,tech_strategy_evidence,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10210028.pdf,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0220,Scalable Blockchain Architecture for Organ Allocation in Large-Scale Healthcare Systems,S. Ghosh; P. Ashok; S. Prabhu,2024,2024 International Conference on Cybernation and Computation (CYBERCOM),10.1109/CYBERCOM63683.2024.10803210,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10803210,ieee,ieee;openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/cybercom63683.2024.10803210,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0221,Integrating Blockchain Technology for Enhanced Security and Trust in Remote IoT Healthcare Systems,V. Ellappan; R. Rajesh Sharma; A. Sungheetha; K. Karthick; S. Karthick; G. S. Pradeep Ghantasala,2024,"2024 3rd Odisha International Conference on Electrical Power Engineering, Communication and Computing Technology (ODICON)",10.1109/ODICON62106.2024.10797561,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10797561,ieee,ieee;openalex,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/odicon62106.2024.10797561,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0222,A Novel Blockchain-based Decentralized Multi-party Certificate Management Framework,S. Wijethilaka; A. K. Yadav; A. Braeken; M. Liyanage,2023,"2023 IEEE 22nd International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",10.1109/TrustCom60117.2023.00186,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10538579,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/TrustCom60117.2023.00186,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0223,Telco Tokenization and Stablecoin Development an Industry Opportunity,S. Bhat; M. J. Morrow,2022,2022 IEEE 1st Global Emerging Technology Blockchain Forum: Blockchain & Beyond (iGETblockchain),10.1109/iGETblockchain56591.2022.10087064,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087064,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0224,Digital Secure Storage for Healthcare Data Information Using Blockchain,H. Naveenkumar; P. Ranjana,2023,2023 3rd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),10.1109/ICACITE57410.2023.10183118,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10183118,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,include,,Promoted to include based on second-pass uncertain triage (strong title/abstract signal; full text not retrieved by agent).,agent-fulltext-finalisation,,pending-author-check,include,no,,finalised:triage_likely_include_promoted
FT-0225,EVchain: An Anonymous Blockchain-Based System for Charging-Connected Electric Vehicles,S. Xu; X. Chen; Y. He,2021,Tsinghua Science and Technology,10.26599/TST.2020.9010043,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9449329,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,second_pass_likely_exclude,Excluded based on second-pass uncertain triage signals (no institutional/consortium framing or implementation evidence).,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:triage_likely_exclude
FT-0226,Multi-Blockchain Backup & Restore System with Zero-Knowledge Proofs (ZKPs),I. Samiha; S. Chowdhury,2025,"2025 2nd International Conference on Next-Generation Computing, IoT and Machine Learning (NCIM)",10.1109/NCIM65934.2025.11160331,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11160331,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0227,Decentralized Supply Chain Management: A Blockchain Framework for Transparency and Traceability,A. A. Abaker,2025,2025 IEEE International Conference on E-Business Engineering (ICEBE),10.1109/ICEBE68123.2025.00044,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11299300,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,include,,Promoted to include based on second-pass uncertain triage (strong title/abstract signal; full text not retrieved by agent).,agent-fulltext-finalisation,,pending-author-check,include,no,,finalised:triage_likely_include_promoted
FT-0228,A Trustworthy Biological Assets Governance System Using Decentralized Identity,Z. Fang; J. Yu; S. Fang; S. Wang; W. Chan; Z. Gao; K. Gai,2024,2024 IEEE 11th International Conference on Cyber Security and Cloud Computing (CSCloud),10.1109/CSCloud62866.2024.00014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10605175,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,second_pass_likely_exclude,Excluded based on second-pass uncertain triage signals (no institutional/consortium framing or implementation evidence).,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:triage_likely_exclude
FT-0229,Blockchain-Assisted Personalized Car Insurance With Privacy Preservation and Fraud Resistance,C. Huang; W. Wang; D. Liu; R. Lu; X. Shen,2023,IEEE Transactions on Vehicular Technology,10.1109/TVT.2022.3215811,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9924540,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/tvt.2022.3215811,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0230,Advancing Hematopoietic Stem Cell Transplantation Typing: Harnessing Hyperledger Fabric’s Blockchain Architecture,M. Wu; F. Xu; G. Subramaniam; Z. Li; L. Chen; W. Zhu,2024,IEEE Access,10.1109/ACCESS.2024.3434953,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10613823,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,http://dx.doi.org/10.1109/access.2024.3434953,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0231,Blockchain Overcomes Corruption: Towards Smart Institutions and Governance,H. Mazloum; G. Abdelkader; N. Mazloum,2022,2022 International Conference on Smart Systems and Power Management (IC2SPM),10.1109/IC2SPM56638.2022.9988865,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9988865,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0232,FRAMH: A Federated Learning Risk-Based Authorization Middleware for Healthcare,C. Mazzocca; N. Romandini; M. Colajanni; R. Montanari,2023,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2022.3210372,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9915483,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,agent_uncertain_full_text,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-fulltext-review,,pending-author-check,exclude,no,https://cris.unibo.it/bitstream/11585/899376/3/FRAMH.pdf,Accessible full-text agent review (low): Accessible text was too limited to make a defensible full-text decision. | finalised:accessible_review_needs_human_to_exclude
FT-0233,Decentralized Electronic Health Records using Ethereum and IPFS: A Blockchain-Based Secure Access Framework,H. Harshavardhan; S. V. Vijay; S. P. Shetty; S. S. Salian; S. Krishma,2025,2025 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),10.1109/ICBDS67396.2025.11377969,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11377969,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0234,Blockchain Enabled Secure Data Sharing for Distributed Healthcare Systems,G. B. Prasad; M. V. Rao,2026,2026 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI),10.1109/IATMSI68868.2026.11465479,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11465479,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/iatmsi68868.2026.11465479,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0235,A Blockchain-based Framework for Academic Credential Verification and Revocation: Morocco Case Study,K. S. Alj; R. Akkaoui; Y. S. Alj,2025,2025 IEEE 8th Congress on Information Science and Technology (CiSt),10.1109/CiSt65886.2025.11224125,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11224125,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/cist65886.2025.11224125,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0236,TFChain:Blockchain-based Trusted Forensics Scheme for Mobile Phone Data Whole Process,S. Hu; S. Zhang; K. Fu,2022,2022 IEEE 6th Information Technology and Mechatronics Engineering Conference (ITOEC),10.1109/ITOEC53115.2022.9734408,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9734408,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/itoec53115.2022.9734408,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0237,Enabling Privacy-Preserving Collaborative Learning: Secure Cryptographic Neural Networks Meet Blockchain for GDPR-Compliant Data Sharing,R. Krishnamoorthy; K. P. Kaliyamurthie,2024,2024 5th International Conference for Emerging Technology (INCET),10.1109/INCET61516.2024.10593365,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10593365,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0238,A Blockchain-Enhanced Federated Learning Framework for Secure and Scalable Smart Healthcare Systems with Intermittent Clients,V. S; M. N; K. Sundaram; K. S,2025,2025 10th International Conference on Communication and Electronics Systems (ICCES),10.1109/ICCES67310.2025.11336297,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11336297,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0239,Secure and Efficient Cross-Domain Access Control for Industrial Internet Alliance Chains Based on Zero-Knowledge Proof,C. Lu; J. Luo; D. Shang; H. Li; T. Chen; K. Yu; F. Qian; X. Hui,2024,2024 4th International Symposium on Artificial Intelligence and Intelligent Manufacturing (AIIM),10.1109/AIIM64537.2024.10934570,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10934570,ieee,ieee,INCLUDE,tech_strategy_evidence,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/aiim64537.2024.10934570,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0240,Breaking IoT Data Silos: Trustworthy Data Trading with Consortium Blockchain and Zero-Knowledge Proof,W. Liu; Y. Han; G. Wang; Y. Huang; A. Dong; J. Yu,2025,2025 28th International Conference on Computer Supported Cooperative Work in Design (CSCWD),10.1109/CSCWD64889.2025.11033303,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11033303,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/cscwd64889.2025.11033303,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0241,Integration of Artificial Intelligence and Blockchain,N. Malsa; M. Verma; M. Dixit; K. Malsa,2026,Empowering Healthcare through AI and Blockchain,10.1002/9781394261833.ch5,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=11421455.pdf&bkn=11421341&pdfType=chapter,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0242,Decentralized Certificate Verification System Using Blockchain,A. Golwalkar; H. Singh; J. Jain; U. Mittal,2025,2025 International Conference on Engineering Innovations and Technologies (ICoEIT),10.1109/ICoEIT63558.2025.11211711,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11211711,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0243,Medical Data Sharing Scheme Based on Blockchain-Based Attribute Proxy Re-Encryption,M. Zhang; L. Li,2023,2023 12th International Conference of Information and Communication Technology (ICTech),10.1109/ICTech58362.2023.00063,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10261081,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,http://dx.doi.org/10.1109/ictech58362.2023.00063,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0244,Dew Intelligence: Federated learning perspective,E. Guberović; T. Lipić; I. Čavrak,2021,"2021 IEEE 45th Annual Computers, Software, and Applications Conference (COMPSAC)",10.1109/COMPSAC51774.2021.00274,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9529852,ieee,ieee,INCLUDE,tech_strategy_evidence,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/compsac51774.2021.00274,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0245,Trustworthiness Evaluation Toward 6G Support of Space-Air-Ground Integrated Network,H. Zhang; X. Yao; K. Xu; Z. Wu; W. Li; Y. Lu; J. Yang,2025,IEEE Wireless Communications,10.1109/MWC.001.2400273,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10944619,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0246,Blockchain-Enabled Federated Learning for Privacy-Preserving Credit Risk Assessment,P. Bhuvaneshwari; A. H. Shnain; S. Kewte; P. P. Swaraj; K. Yuvaraj; M. K. Abed; S. Algburi,2025,2025 3rd International Conference on Cyber Resilience (ICCR),10.1109/ICCR67387.2025.11292433,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11292433,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/iccr67387.2025.11292433,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0247,d-BAME: Distributed Blockchain-Based Anonymous Mobile Electronic Voting,E. Zaghloul; T. Li; J. Ren,2021,IEEE Internet of Things Journal,10.1109/JIOT.2021.3074877,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9409949,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0248,AQ–ABS: Anti-Quantum Attribute-based Signature for EMRs Sharing with Blockchain,X. Chen; S. Xu; T. Qin; Y. Cui; S. Gao; W. Kong,2022,2022 IEEE Wireless Communications and Networking Conference (WCNC),10.1109/WCNC51071.2022.9771830,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9771830,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/wcnc51071.2022.9771830,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0249,Research on the Distribution Method of Cross Border Logistics Relay Chain Based on Blockchain,Y. Zhang; T. Xiong; B. Liang,2025,2025 10th International Conference on Cyber Security and Information Engineering (ICCSIE),10.1109/ICCSIE65832.2025.00009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11368997,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/iccsie65832.2025.00009,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0250,CroAuth: A Cross-domain Authentication Scheme based on Blockchain and Decentralized Identity,Z. Zhang; R. Xiong; X. Di; W. Ren,2024,2024 27th International Conference on Computer Supported Cooperative Work in Design (CSCWD),10.1109/CSCWD61410.2024.10580261,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10580261,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,include,,Promoted to include based on second-pass uncertain triage (strong title/abstract signal; full text not retrieved by agent).,agent-fulltext-finalisation,,pending-author-check,include,no,,finalised:triage_likely_include_promoted
FT-0251,14 Distributed Data Management,D. R. Lopez; C. Wang,2024,Blockchains in 6G: A Standardized Approach to Permissioned Distributed Ledgers,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10440253.pdf&bkn=10440196&pdfType=chapter,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://bvbr.bib-bvb.de:443/F?func=service&doc_library=BVB01&local_base=BVB01&doc_number=010682386&sequence=000001&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0252,SodsBC: A Post-Quantum by Design Asynchronous Blockchain Framework,S. Dolev; B. Guo; J. Niu; Z. Wang,2024,IEEE Transactions on Dependable and Secure Computing,10.1109/TDSC.2023.3243588,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041785,ieee,ieee,INCLUDE,tech_strategy_evidence,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/tdsc.2023.3243588,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0253,Multi-Agent Collaboration for Real-Time Compliance Verification in Decentralized Fintech Systems,K. Khanvilkar; V. Shinde; K. Kommuru,2025,2025 7th International Conference on Computer Communication and the Internet (ICCCI),10.1109/ICCCI65070.2025.11158393,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11158393,ieee,ieee,UNCERTAIN,generic_blockchain_institutional,agent-finalised,exclude,no_full_text_access,Ambiguous record with no open full-text access; excluded for the SLR until full text is procured.,agent-fulltext-finalisation,,pending-author-check,exclude,no,,finalised:no_full_text_access
FT-0254,Blockchain-Based Multisignature Lock for UAC in Metaverse,K. Gai; S. Wang; H. Zhao; Y. She; Z. Zhang; L. Zhu,2023,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2022.3226717,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9984130,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/tcss.2022.3226717,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0255,Blockchain for Efficiency and Transparency in Finance,S. Rani; J. Singh; S. Devi; V. Kumar; P. Kumar; S. N. Khanvilka,2025,"2025 3rd International Conference on IoT, Communication and Automation Technology (ICICAT)",10.1109/ICICAT68430.2025.11414723,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11414723,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/icicat68430.2025.11414723,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0256,Blockchain-Enabled Social Security Services Using Smart Contracts,S. Tang; Z. Wang; J. Dong; Y. Ma,2022,IEEE Access,10.1109/ACCESS.2022.3190963,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9829745,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09829745.pdf,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0257,MedVault: A Blockchain-Integrated Deep Learning Architecture for Secure Medical Data Management,M. S. Karthikeyan; R. Rajasree; R. S. Krishnan; C. Gayathri; R. Sarala; P. S. R. Malar,2025,"2025 International Conference on Intelligent Computing, Information and Control Systems (ICOIICS)",10.1109/ICOIICS67115.2025.11390301,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11390301,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/icoiics67115.2025.11390301,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0258,SnakeGrid: A Snake Learning-Assisted Secure and Privacy-Preserving Scheme for Smart Grid Load Forecasting in Zero-Touch Networks,A. Islam; R. Akter; H. Karimipour,2025,"2025 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)",10.1109/SmartGridComm65349.2025.11204607,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11204607,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://doi.org/10.1109/smartgridcomm65349.2025.11204607,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
FT-0259,"Transaction Conflict Control in Hyperledger Fabric: A Taxonomy, Gaps, and Design for Conflict Prevention",M. Debreczeni; A. Klenik; I. Kocsis,2024,IEEE Access,10.1109/ACCESS.2024.3361318,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10418209,ieee,ieee,INCLUDE,full_criteria_match,agent-finalised,exclude,insufficient_fulltext_access,Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.,agent-firstpass-fulltext-review,,pending-author-check,exclude,yes,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10418209.pdf,firstpass_fulltext_agent (low): Agent reviewed the accessible full text but could not confirm inclusion criteria; conservatively excluded pending future human re-screen.
