study_id,title,authors,year,venue,doi,url,source,domain,institutional_setting,platform_stack,network_model,node_roles,consensus_strategy,finality_model,governance_model,access_control_model,privacy_mechanism,interoperability_strategy,smart_contract_support,workload_description,evaluation_setup,metrics_reported,throughput,latency,fault_tolerance,privacy_overhead,operational_complexity_notes,artifact_code_available,artifact_data_available,artifact_config_available,reproducibility_notes,quality_construct_validity,quality_internal_validity,quality_external_validity,quality_reproducibility,review_notes
ST-0113,Blockchain-Enabled Process Management and Learning Record Trustworthiness Enhancement Mechanism Design for Mock Trials,J. Guo; M. Xu,2025,2025 International Conference on Educational Technology Management (ICETM),10.1109/ICETM67477.2025.11413510,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11413510,ieee,"[auto] supply chain, government/public sector, education",,,,,,,,,,[auto] cross-chain bridge,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0125,A Secure Design of Healthcare System with Blockchain and Internet of Things (IoT),S. Pandey; Vanshika; Anshul; R. K. Dwivedi,2023,2023 International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT),10.1109/IDCIoT56793.2023.10053491,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10053491,ieee,"[auto] healthcare, IoT/edge",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0128,A Blockchain based Electronic Medical Health Records Framework using Smart Contracts,V. B; S. N. Dass; S. R; R. Chinnaiyan,2021,2021 International Conference on Computer Communication and Informatics (ICCCI),10.1109/ICCCI50826.2021.9402689,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402689,ieee,"[auto] healthcare, finance/banking",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0147,An Integrated Healthcare Service System Based on Blockchain Technologies,Q. Geng; Z. Chuai; J. Jin,2024,IEEE Transactions on Computational Social Systems,10.1109/TCSS.2024.3392591,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10539002,ieee,"[auto] healthcare, supply chain, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0163,Blockchain and Machine Learning in EHR Security: A Systematic Review,U. Zukaib; X. Cui; M. Hassan; S. Harris; H. J. Hadi; C. Zheng,2023,IEEE Access,10.1109/ACCESS.2023.3333229,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10318133,ieee,"[auto] healthcare, education",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0164,Amazon Biobank: Assessing the Implementation of a Blockchain-Based Genomic Database,L. T. Kimura; F. K. Shiraishi; E. R. Andrade; T. C. M. B. Carvalho; M. A. Simplicio,2024,IEEE Access,10.1109/ACCESS.2024.3354716,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10400478,ieee,"[auto] supply chain, IoT/edge",,[auto] Hyperledger Fabric,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0169,A Security Risk Management Framework for Permissioned Blockchain Applications,S. -C. Cha; C. -M. Shiung; G. -Y. Lin; Y. -H. Hung,2021,2021 IEEE International Conference on Smart Internet of Things (SmartIoT),10.1109/SmartIoT52359.2021.00055,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9556208,ieee,[auto] IoT/edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0171,Secure University Certificate Sharing Application with Blockchain Technology,K. P; H. D; H. S,2025,2025 International Conference on Computing Technologies & Data Communication (ICCTDC),10.1109/ICCTDC64446.2025.11159068,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11159068,ieee,"[auto] IoT/edge, education",,[auto] Hyperledger Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0172,Trusted Compute Units: A Framework for Chained Verifiable Computations,F. Castillo; J. Heiss; S. Werner; S. Tai,2025,2025 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),10.1109/ICBC64466.2025.11114627,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11114627,ieee,[auto] IoT/edge,,,,,,,,,[auto] zero-knowledge,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0175,Secure Medical Data Sharing Featuring Traceable Data Usage and Automatic Audit Mechanism,M. Xie; Z. Zhang; H. Hong; G. Zhang; Y. Qin,2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3559926,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10963865,ieee,"[auto] healthcare, finance/banking, supply chain",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0182,A Fog and Blockchain Software Architecture for a Global Scale Vaccination Strategy,H. J. De Moura Costa; C. A. Da Costa; R. Da Rosa Righi; R. S. Antunes; J. F. De Paz Santana; V. R. Q. Leithardt,2022,IEEE Access,10.1109/ACCESS.2022.3169418,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9761908,ieee,"[auto] healthcare, government/public sector, identity",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=A score=6; auto-fills are abstract-only hints, verify against full text."
ST-0197,Blockchain-Based Medical Data Asset Sharing Framework for Healthcare 4.0,M. Li; A. R. Harish; C. Yu; Y. Yu; R. Y. Zhong; G. Q. Huang,2025,IEEE Transactions on Industrial Informatics,10.1109/TII.2024.3488795,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10846940,ieee,"[auto] healthcare, IoT/edge",,,,,,,,,[auto] zero-knowledge,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0203,Hyperledger Fabric-Based Permissioned Blockchain Framework for University Examination Information Management System,X. Li,2025,2025 3rd International Conference on Data Science and Information System (ICDSIS),10.1109/ICDSIS65355.2025.11070806,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11070806,ieee,"[auto] IoT/edge, education",,[auto] Hyperledger Fabric,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0224,Digital Secure Storage for Healthcare Data Information Using Blockchain,H. Naveenkumar; P. Ranjana,2023,2023 3rd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),10.1109/ICACITE57410.2023.10183118,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10183118,ieee,[auto] healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0227,Decentralized Supply Chain Management: A Blockchain Framework for Transparency and Traceability,A. A. Abaker,2025,2025 IEEE International Conference on E-Business Engineering (ICEBE),10.1109/ICEBE68123.2025.00044,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11299300,ieee,"[auto] supply chain, government/public sector, IoT/edge",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0250,CroAuth: A Cross-domain Authentication Scheme based on Blockchain and Decentralized Identity,Z. Zhang; R. Xiong; X. Di; W. Ren,2024,2024 27th International Conference on Computer Supported Cooperative Work in Design (CSCWD),10.1109/CSCWD61410.2024.10580261,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10580261,ieee,"[auto] identity, education",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0267,"A Mapping Review on Cyber-Physical Smart Contracts: Architectures, Platforms, and Challenges",S. Alfuhaid; D. Amyot; A. A. Anda; J. Mylopoulos,2023,IEEE Access,10.1109/ACCESS.2023.3290899,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10171137,ieee,"[auto] finance/banking, supply chain, government/public sector, IoT/edge",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0270,Optimizing Transparency and Accountability in Subsidized Fertilizer Budget Distribution and Reporting through Blockchain Technology,D. Nor’ainunnajah; J. P. Silitonga; M. Amalya Dewi,2025,"2025 International Conference on Informatics, Multimedia, Cyber and Information System (ICIMCIS)",10.1109/ICIMCIS68501.2025.11327152,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11327152,ieee,"[auto] finance/banking, supply chain, government/public sector",,[auto] Ethereum,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=A score=6; auto-fills are abstract-only hints, verify against full text."
ST-0277,A Blockchain-Based Secure Mutual Authentication System for E-Government Services,H. H. Al-Ameri; S. Ayvaz,2023,2023 3rd International Scientific Conference of Engineering Sciences (ISCES),10.1109/ISCES58193.2023.10311497,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10311497,ieee,"[auto] government/public sector, education",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0282,Smart Healthcare in Improving the Quality of Life: Revolutionizing with Application of IoT and Block Chain Technology,L. Das; D. Singh; S. Vats; K. Taliyan; D. Bhargava; D. Bhatnagar,2024,"2024 International Conference on Communication, Computer Sciences and Engineering (IC3SE)",10.1109/IC3SE62002.2024.10593009,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10593009,ieee,"[auto] healthcare, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0283,Xdhds: Cross-Domain Healthcare Data Sharing Using Self-Soverign Id and Blockchain,D. Chainarong; K. Thirasak; T. Chuaphanngam; S. Fugkeaw,2025,2025 17th International Conference on Knowledge and Smart Technology (KST),10.1109/KST65016.2025.11003309,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11003309,ieee,"[auto] healthcare, identity",,,,,,,,,[auto] private channels,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0289,Blockchain Powered EHR in Pharmaceutical Industry,P. Sexena; P. Singh; A. John; E. Rajesh,2022,Digitization of Healthcare Data using Blockchain,10.1002/9781119792734.ch7,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10954268.pdf&bkn=10950285&pdfType=chapter,ieee,[auto] healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0290,Blockchain-Based BIM Digital Project Management Mechanism Research,Y. Ni; B. Sun; Y. Wang,2021,IEEE Access,10.1109/ACCESS.2021.3130270,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9628068,ieee,[auto] supply chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0296,Consortium Blockchain for State-Owned Asset Transaction Polycentric Governance: An Evolutionary Game-Theoretic and Agent-Based Modeling Framework,"LUO, Ruiyang",2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19202350,https://doi.org/10.5281/zenodo.19202350,openalex,[auto] government/public sector,,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0297,Blockchain and Megatrends in Agri-Food Systems: A Multi-Source Evidence Approach,Christos Karkanias; Apostolos Malamakis; George F. Banias,2026,Foods,10.3390/foods15030447,https://doi.org/10.3390/foods15030447,openalex,"[auto] supply chain, government/public sector",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0299,Building Trust in Smart Hospitals in Developing Countries: A PRISMA Review of Blockchain-Based Health Data Security,Kehinde Oluwagbenga Falayi; Moses Uyi Osagie; Kehinde Olúwasayo Akinola; Prisca Chisom Igwemezie; Stephen Alaba John,2026,International Journal of Life Science Research Archive,10.53771/ijlsra.2026.10.1.0018,https://doi.org/10.53771/ijlsra.2026.10.1.0018,openalex,"[auto] healthcare, government/public sector, IoT/edge",,,,,,,,,[auto] zero-knowledge,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0300,A lightweight scalable hybrid authentication framework for Internet of Medical Things (IoMT) using blockchain hyperledger consortium network with edge computing,Abdullah Ayub Khan; Asif Ali Laghari; Roobaea Alroobaea; Abdullah M. Baqasah; Majed Alsafyani; Hamed Alsufyani; Sajid Ullah,2025,Scientific Reports,10.1038/s41598-025-05130-w,https://doi.org/10.1038/s41598-025-05130-w,openalex,"[auto] healthcare, government/public sector, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0305,Blockchain-enabled Carbon Dioxide Removal: A Decentralized Framework for Transparent and Scalable Climate Mitigation,Zihan Chen; Jia Li,2025,European Journal of Sustainable Development,10.14207/ejsd.2025.v14n3p330,https://doi.org/10.14207/ejsd.2025.v14n3p330,openalex,"[auto] government/public sector, energy/utilities, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0308,Blockchain and Smart Public Procurement Contracts: A Comparative Legal Analysis of Digital Transformation in the Public Sector,Enas Mohammed Alqodsi,2025,Access to Justice in Eastern Europe,10.33327/ajee-18-8.4-a000137,https://doi.org/10.33327/ajee-18-8.4-a000137,openalex,[auto] government/public sector,,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=A score=6; auto-fills are abstract-only hints, verify against full text."
ST-0310,A secure end-to-end communication framework for cooperative IoT networks using hybrid blockchain system,Suresh Babu Erukala; Dimitar Tokmakov; Anoosha Perumalla; Rajesh Kaluri; Anna Bekyarova-Tokmakova; Nevena Mileva; Slavi Lubomirov,2025,Scientific Reports,10.1038/s41598-025-96002-w,https://doi.org/10.1038/s41598-025-96002-w,openalex,"[auto] identity, IoT/edge",,,,,[auto] PoS,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0315,MedBlock-Bot: A Blockchain-Enabled RAG System for Providing Feedback to Large Language Models Accessing Pediatric Clinical Guidelines,Mohamed Yaseen Jabarulla; Steffen Oeltze‐Jafra; Philipp Beerbaum; Theodor Uden,2025,,10.1109/cbms65348.2025.00172,https://doi.org/10.1109/cbms65348.2025.00172,openalex,"[auto] healthcare, IoT/edge",,,,,,,,,,,[auto] yes,,,,,,,,,[auto] hinted,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0316,A Lightweight Blockchain-Enabled Trust Management Model for Secure Vehicular Communication,Muhammad Rizwan Rashid Rana; Tauqeer Ahmad; Muhammad Mujtaba; Muhammad Tariq,2025,International Journal of Innovations in Science and Technology,10.33411/ijist/20257315971611,https://doi.org/10.33411/ijist/20257315971611,openalex,,,,,,[auto] PoA,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0317,Comparative Analysis of Communication Protocols in Blockchain-IoT Systems for Optimizing IoT Data Flow Efficiency,Mnar Alnaghes; Hong Shen,2025,,10.1109/icaisc64594.2025.10959590,https://doi.org/10.1109/icaisc64594.2025.10959590,openalex,"[auto] identity, IoT/edge, education",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0318,Blockchain enhanced smart healthcare management for chronic diseases,Shruti Saxena; Shivani Saxena; Nikunj Tahilramani; Panem Charanarur,2025,Discover Computing,10.1007/s10791-025-09574-6,https://doi.org/10.1007/s10791-025-09574-6,openalex,"[auto] healthcare, IoT/edge",,[auto] Hyperledger Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0319,Blockchain Based Zero Knowledge Proof Protocol For Privacy Preserving Healthcare Data Sharing,Go Eun Myeong; Kirpa Ram,2025,Journal of Technology Informatics and Engineering,10.51903/jtie.v4i1.296,https://doi.org/10.51903/jtie.v4i1.296,openalex,"[auto] healthcare, IoT/edge",,[auto] Ethereum,,,,,,,[auto] zero-knowledge,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=A score=6; auto-fills are abstract-only hints, verify against full text."
ST-0321,A Study on the Interoperable Method of Security Tokens Between Permissioned and Public Blockchains,Korean Industrial Technology Convergence Society; Won-Yong Hwang; Hyo-Kwan Kim,2025,Korea Industrial Technology Convergence Society,10.29279/jitr.k.2025.30.1.23,https://doi.org/10.29279/jitr.k.2025.30.1.23,openalex,"[auto] finance/banking, government/public sector",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0325,Blockchain and ERP-Integrated MIS for Transparent Apparel &amp; Textile Supply Chains,Marzia Tabassum; Md. Shafiqul Islam; Israt Jahan Bristy; Md. Rokibuzzaman,2025,Saudi Journal of Engineering and Technology,10.36348/sjet.2025.v10i09.008,https://doi.org/10.36348/sjet.2025.v10i09.008,openalex,"[auto] supply chain, government/public sector, IoT/edge",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0326,Design and Implementation of a Blockchain-Based Secure Data Sharing Framework to Enhance the Healthcare System,Shrawan Kumar Sharma; Firoj Parwej,2025,Blockchains,10.3390/blockchains3030010,https://doi.org/10.3390/blockchains3030010,openalex,[auto] healthcare,,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0328,Blockchain and Self-Sovereign Identity: A Healthcare Use Case,Matheus Lázaro Honório da Silva; Gislainy Crisostomo Velasco; Noelí Antonia Pimentel Vaz; Matheus Brito Martins; P.M.R. Silva; Sérgio T. Carvalho,2025,,10.5753/wblockchain.2025.9506,https://doi.org/10.5753/wblockchain.2025.9506,openalex,"[auto] healthcare, supply chain, government/public sector, identity, education",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0329,BlockArc: A Blockchain Based Smart Contract for Reward System in E-Commerce,Pooja Patil; Aryan Singh; Aryan Raut; Akash Sharma; Avinash Rathod,2025,ITEGAM- Journal of Engineering and Technology for Industrial Applications (ITEGAM-JETIA),10.5935/jetia.v11i54.1735,https://doi.org/10.5935/jetia.v11i54.1735,openalex,[auto] IoT/edge,,,,,,,,,[auto] zero-knowledge,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=D score=1; auto-fills are abstract-only hints, verify against full text."
ST-0330,"Securing Healthcare Digital Twin with Blockchain: A Systematic Review of Architecture, Threats and Evaluation",Dawood Alalisalem; Hafizur Rahman,2025,STAP Journal of Security Risk Management,10.63180/jsrm.thestap.2026.1.3,https://doi.org/10.63180/jsrm.thestap.2026.1.3,openalex,"[auto] healthcare, supply chain, government/public sector, IoT/edge",,[auto] Quorum,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0333,A privacy preserving and auditable blockchain framework for seccure securites trading,Enze Zhou,2025,Scientific Reports,10.1038/s41598-025-17958-3,https://doi.org/10.1038/s41598-025-17958-3,openalex,"[auto] finance/banking, supply chain, IoT/edge",,,,,,,,,[auto] zero-knowledge,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0336,Blockchain-Enabled Secure Data Sharing Framework for Healthcare IoT Devices,Qi Jing,2025,International Journal of Engineering Science and Information Technology,10.52088/ijesty.v5i2.1520,https://doi.org/10.52088/ijesty.v5i2.1520,openalex,"[auto] healthcare, IoT/edge",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0337,Blockchain-Enabled Privacy-Preserving Ecosystem for DNA Sequence Sharing,Thi-Thanh-An Nguyen; Yu-Heng Hsieh; Ching-Hsi Tseng; Yuchen Lin; Shyan‐Ming Yuan,2025,Applied Sciences,10.3390/app15063193,https://doi.org/10.3390/app15063193,openalex,"[auto] healthcare, government/public sector, identity",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0340,Online exam cheating detection and blockchain trusted deposit based on YOLOv12,Haoliang Wang; Zarina Shukur; Khairul Akram Zainol Ariffin; Renhao Xiao; Lili Wang,2025,Scientific Reports,10.1038/s41598-025-18412-0,https://doi.org/10.1038/s41598-025-18412-0,openalex,[auto] IoT/edge,,[auto] Hyperledger Fabric,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=A score=6; auto-fills are abstract-only hints, verify against full text."
ST-0342,A Novel Permissioned Blockchain Approach for Scalable and Privacy-Preserving IoT Authentication,Santosh Reddy Addula; Aitizaz Ali,2025,Journal of Cyber Security and Risk Auditing,10.63180/jcsra.thestap.2025.4.3,https://doi.org/10.63180/jcsra.thestap.2025.4.3,openalex,"[auto] identity, IoT/edge",,,,,,,,,[auto] homomorphic encryption,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0343,Enhancing anomaly detection and prevention in Internet of Things (IoT) using deep neural networks and blockchain based cyber security,A. R. Sathyabama; Jeevaa Katiravan,2025,Scientific Reports,10.1038/s41598-025-04164-4,https://doi.org/10.1038/s41598-025-04164-4,openalex,[auto] IoT/edge,,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=D score=0; auto-fills are abstract-only hints, verify against full text."
ST-0345,AI-Enabled Third-Party Risk Management: Advancing Governance In Digital Ecosystems,Sagar Behere,2025,Journal of International Crisis and Risk Communication Research,10.63278/jicrcr.vi.3476,https://doi.org/10.63278/jicrcr.vi.3476,openalex,"[auto] government/public sector, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0347,Global Standardization Model for Next-Generation Blockchain Interoperability in Payment Systems,Olawole Akomolafe; Babajide Oluwaseun Olaogun; Michael Olumuyiwa Adesuyi; Victor Ukara Ndukwe; Joy Kweku Sakyi,2025,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2025.6.6.820-834,https://doi.org/10.54660/.ijmrge.2025.6.6.820-834,openalex,"[auto] finance/banking, identity, education",,,,,,,,,,[auto] cross-chain bridge,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=5; auto-fills are abstract-only hints, verify against full text."
ST-0348,Standardizing Smart Contracts for Regulatory Compliance in Cross-Border Payments,Samiur Rahman,2025,"The International Journal of Law, Social Science, and Humanities",10.70193/ijlsh.v2i3.260,https://doi.org/10.70193/ijlsh.v2i3.260,openalex,"[auto] finance/banking, government/public sector, identity, IoT/edge",,,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0349,Blockchain-enabled carbon footprint traceability in Thailand’s organic food sector: A quintuple helix innovation approach,Aye Chan Soe; Sasichakorn Wongsaichia; Teerapong Pienwisetkaew; Chidozie Umeh; Emilia Vann Yaroson; Chavis Ketkaew,2025,Journal of Open Innovation Technology Market and Complexity,10.1016/j.joitmc.2025.100656,https://doi.org/10.1016/j.joitmc.2025.100656,openalex,"[auto] supply chain, government/public sector, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=B score=4; auto-fills are abstract-only hints, verify against full text."
ST-0350,Financial Institutions' Integration of Blockchain Technology for Cross-Border Payment Optimization: A Systematic Analysis,S. Allam,2025,Journal of Computer Science and Technology Studies,10.32996/jcsts.2025.7.8.9,https://doi.org/10.32996/jcsts.2025.7.8.9,openalex,"[auto] finance/banking, IoT/edge",,"[auto] Hyperledger Fabric, Corda",,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=A score=6; auto-fills are abstract-only hints, verify against full text."
ST-0351,"Reimagining logistics for sustainability: Green logistics practices, circular economy integration, and digital enablers in sustainable supply chain management",,2025,THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND BUSINESS ADMINISTRATION,10.18775/ijmsba.1849-5664-5419.2014.115.1001,https://doi.org/10.18775/ijmsba.1849-5664-5419.2014.115.1001,openalex,"[auto] supply chain, government/public sector, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
ST-0352,A self evolving high performance sharded consortium blockchain designed for secure and trusted resource sharing for 6G networks,Xiaorong Zhu; Yuan Zhang; Qinyin Ni,2025,Scientific Reports,10.1038/s41598-025-11705-4,https://doi.org/10.1038/s41598-025-11705-4,openalex,"[auto] finance/banking, IoT/edge",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=D score=1; auto-fills are abstract-only hints, verify against full text."
ST-0363,ACHealthChain blockchain framework for access control and privacy preservation in healthcare,Ahmed M. Tawfik; Ayman Al-Ahwal; Adly S. Tag Eldien; Hala H. Zayed,2025,Scientific Reports,10.1038/s41598-025-00757-1,https://doi.org/10.1038/s41598-025-00757-1,openalex,"[auto] healthcare, IoT/edge",,[auto] Hyperledger Fabric,,,,,,,[auto] private channels,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=3; auto-fills are abstract-only hints, verify against full text."
ST-0364,A Hyperledger-Based Secure Framework for Academic Certificate Authentication Using Blockchain,Siba Prasad Dash; Ajay Kumar Jena; Dileep Kumar Murala,2025,International Journal of Safety and Security Engineering,10.18280/ijsse.150610,https://doi.org/10.18280/ijsse.150610,openalex,"[auto] IoT/edge, education",,[auto] Hyperledger Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,"[bootstrap] tier=A score=6; auto-fills are abstract-only hints, verify against full text."
ST-0366,A BLOCKCHAIN ENABLED TAMPER PROOF APPROACH FOR ENHANCED MEDICAL DATA INTEGRITY AND ACCESS CONTROL,Ch Aruna; T Varsha; C Shivakumar; M. U. Sreeja; Baikunth Nath,2025,Journal of Science Engineering Technology and Management Sciences,10.64771/jsetms.2025.v02.i08.pp602-612,https://doi.org/10.64771/jsetms.2025.v02.i08.pp602-612,openalex,[auto] healthcare,,[auto] Ethereum,,,,,,,,,[auto] yes,,,,,,,,,,,,,,,,,"[bootstrap] tier=C score=2; auto-fills are abstract-only hints, verify against full text."
